campaign_id,date,geo,city,profession,price_range,language,channel,campaign_type,impressions,clicks,conversions,spend_usd,revenue_usd,roi,quality_score
MC-10240,2024-04-07,US,Phoenix,Software Engineer,mid,English,email,acquisition,15343,595,26,4080.08,26231.19,6.4291,9.0
MC-11959,2024-04-07,JP,Yokohama,Consultant,budget,Japanese,email,awareness,5728,188,6,3999.22,1069.28,0.2674,3.0
MC-12844,2024-04-07,US,Houston,Writer,budget,English,email,acquisition,10011,325,6,2206.62,692.4,0.3138,10.0
MC-10004,2024-04-07,US,Seattle,Accountant,mid,English,social_media,awareness,193140,4065,145,4396.83,128613.53,29.2514,
MC-12848,2024-04-07,IL,Tel Aviv,Researcher,mid,Hebrew,content_marketing,acquisition,21875,334,13,1429.89,10721.79,7.4983,7.0
MC-11110,2024-04-07,CA,Vancouver,Sales Rep,mid,English,display,acquisition,145125,1504,94,890.33,51957.01,58.357,3.0
MC-11233,2024-04-07,GB,London,Consultant,budget,English,influencer,retention,32882,1046,35,6397.57,5818.27,0.9094,9.0
MC-10903,2024-04-07,JP,Yokohama,Designer,budget,Japanese,email,awareness,8493,200,10,290.33,930.39,3.2046,7.0
MC-12786,2024-04-07,GB,Leeds,Lawyer,budget,English,social_media,acquisition,258975,5007,150,1366.62,31035.79,22.7099,6.0
MC-12620,2024-04-07,MX,Guadalajara,Writer,mid,Spanish,content_marketing,retention,127204,2653,41,1650.51,19738.43,11.959,9.0
MC-11051,2024-04-07,US,New York,Marketing Manager,premium,English,email,awareness,5975,128,5,1361.11,19845.81,14.5806,9.0
MC-12893,2024-04-07,FR,Marseille,Teacher,budget,French,content_marketing,acquisition,165149,3203,69,432.16,8669.08,20.0599,5.0
MC-12973,2024-04-07,IN,Kolkata,Architect,premium,Hindi,social_media,awareness,325197,6027,96,3549.7,437360.35,123.2105,8.0
MC-11614,2024-04-07,US,Houston,Accountant,mid,English,social_media,acquisition,500000,12238,321,8904.15,295105.92,33.1425,3.0
MC-11953,2024-04-07,IN,Pune,Lawyer,premium,Hindi,social_media,awareness,32902,842,47,13341.68,280087.36,20.9934,2.0
MC-12347,2024-04-07,US,Los Angeles,Writer,premium,English,social_media,retention,250365,6355,330,716.42,1045198.27,1458.9183,3.0
MC-10315,2024-04-08,IN,Kolkata,Writer,premium,Hindi,search,awareness,154169,12867,864,6666.25,2748336.21,412.2762,4.0
MC-10378,2024-04-08,IN,Hyderabad,Teacher,mid,Hindi,social_media,acquisition,377472,8578,476,5968.45,220679.6,36.9744,9.0
MC-10392,2024-04-08,US,Phoenix,Product Manager,budget,English,social_media,acquisition,310800,4710,51,1292.99,6965.92,5.3875,5.0
MC-10030,2024-04-08,US,New York,Physician,mid,English,social_media,acquisition,299640,4692,312,2384.42,408281.3,171.2288,6.0
MC-11437,2024-04-08,US,Los Angeles,HR Manager,mid,English,social_media,awareness,220717,4426,308,372.05,178640.99,480.1532,4.0
MC-11431,2024-04-08,SG,Singapore,Researcher,budget,English,display,retention,54684,630,48,1566.42,5846.83,3.7326,8.0
MC-10006,2024-04-08,FR,Toulouse,Lawyer,premium,French,search,acquisition,10005,774,35,4810.81,224578.61,46.6821,8.0
MC-11653,2024-04-08,IN,Mumbai,Teacher,premium,Hindi,email,awareness,14286,378,21,287.15,65843.23,229.2991,5.0
MC-12499,2024-04-08,NL,Utrecht,Researcher,budget,Dutch,display,acquisition,151494,2159,75,4421.88,9107.69,2.0597,10.0
MC-12301,2024-04-08,CA,Montreal,Accountant,premium,English,social_media,acquisition,500000,8772,383,1354.64,1317139.26,972.3168,9.0
MC-12618,2024-04-08,BR,São Paulo,Writer,premium,Portuguese,influencer,re_engagement,58071,1770,24,902.75,55906.35,61.9289,7.0
MC-12311,2024-04-08,AU,Melbourne,Consultant,mid,English,search,acquisition,2783,157,5,423.55,3783.98,8.934,5.0
MC-10011,2024-04-08,US,Phoenix,Software Engineer,budget,English,social_media,acquisition,31290,810,40,4862.34,9067.43,1.8648,10.0
MC-11403,2024-04-08,IN,Kolkata,Marketing Manager,premium,Hindi,influencer,acquisition,53683,999,42,2734.29,184307.92,67.4061,4.0
MC-11143,2024-04-08,US,Seattle,Product Manager,premium,English,display,retention,500000,4780,260,12263.34,845132.05,68.9153,3.0
MC-12631,2024-04-08,AU,Brisbane,Product Manager,premium,English,search,awareness,11734,969,16,18518.9,75583.82,4.0814,3.0
MC-10097,2024-04-08,US,Phoenix,Teacher,premium,English,search,awareness,13438,1147,70,3805.55,184445.1,48.4674,7.0
MC-12959,2024-04-08,US,New York,Architect,budget,English,social_media,acquisition,115685,2048,158,1196.71,33573.03,28.0544,1.0
MC-12780,2024-04-08,US,Chicago,Writer,premium,English,display,awareness,353448,3541,103,266.62,342754.54,1285.5545,4.0
MC-12064,2024-04-08,US,Seattle,Designer,budget,English,social_media,acquisition,9325,231,12,9058.39,1406.64,0.1553,8.0
MC-12800,2024-04-08,FR,Toulouse,Lawyer,mid,French,social_media,acquisition,43292,1032,32,3715.2,33034.86,8.8918,4.0
MC-10899,2024-04-08,US,Chicago,Consultant,premium,English,email,retention,3131,75,4,3075.86,15392.48,5.0043,4.0
MC-12013,2024-04-08,US,Houston,Product Manager,mid,English,display,acquisition,115161,1337,63,906.86,51990.7,57.3305,10.0
MC-12108,2024-04-08,FR,Bordeaux,Lawyer,mid,French,content_marketing,retention,44615,623,40,2301.1,53227.0,23.1311,2.0
MC-10187,2024-04-08,GB,Leeds,Data Scientist,budget,English,email,retention,21532,461,16,1262.35,3026.29,2.3973,10.0
MC-12129,2024-04-08,IN,Pune,Designer,budget,Hindi,search,acquisition,61282,4532,281,4960.02,28742.92,5.7949,4.0
MC-11867,2024-04-08,US,Houston,Physician,budget,English,social_media,awareness,143415,2842,213,3333.85,51532.59,15.4574,5.0
MC-12156,2024-04-08,IL,Netanya,Architect,mid,Hebrew,social_media,retention,228070,5023,125,1789.8,130065.0,72.6701,7.0
MC-11502,2024-04-08,US,Phoenix,Architect,mid,English,social_media,awareness,161940,2433,34,275.94,40203.47,145.6964,4.0
MC-11484,2024-04-08,IL,Beer Sheva,Accountant,mid,Hebrew,influencer,retention,105267,2860,171,1075.46,150041.66,139.5139,2.0
MC-10616,2024-04-08,IN,Pune,Lawyer,budget,Hindi,social_media,retention,21955,546,18,3603.9,3394.89,0.942,5.0
MC-11600,2024-04-08,BR,Salvador,Sales Rep,mid,Portuguese,email,acquisition,86040,2285,114,1184.42,64878.56,54.7767,3.0
MC-11561,2024-04-08,US,New York,Architect,mid,English,social_media,re_engagement,111837,2792,204,3544.76,186111.17,52.5032,8.0
MC-12238,2024-04-08,US,Los Angeles,Teacher,budget,English,search,awareness,27993,2040,122,1431.16,15035.21,10.5056,3.0
MC-12729,2024-04-08,US,Seattle,Product Manager,premium,English,social_media,retention,25937,566,37,1521.11,147497.72,96.9672,6.0
MC-12233,2024-04-08,NL,Eindhoven,Lawyer,mid,Dutch,social_media,re_engagement,153315,2364,89,1041.86,109397.35,105.002,
MC-10833,2024-04-08,US,San Francisco,Product Manager,budget,English,display,retention,197583,1682,30,1100.29,4874.14,4.4299,9.0
MC-11628,2024-04-08,CA,Montreal,Accountant,premium,English,social_media,retention,56895,976,59,1317.25,194857.41,147.9274,1.0
MC-11838,2024-04-09,US,San Francisco,Accountant,mid,English,display,awareness,500000,4349,96,4118.99,87748.89,21.3035,2.0
MC-10716,2024-04-09,US,Seattle,Data Scientist,mid,English,search,acquisition,18432,1230,26,237.2,34155.39,143.9941,7.0
MC-11386,2024-04-09,GB,Bristol,Researcher,budget,English,search,acquisition,12805,1000,14,1078.36,2337.3,2.1675,5.0
MC-11018,2024-04-09,BR,Brasília,Sales Rep,premium,Portuguese,email,retention,56234,1979,61,1164.49,198426.61,170.3979,10.0
MC-11084,2024-04-09,NL,Utrecht,Physician,premium,Dutch,influencer,acquisition,167839,3143,137,1115.78,873393.67,782.7651,5.0
MC-12515,2024-04-09,US,Chicago,Architect,premium,English,social_media,awareness,18320,311,5,2619.93,32214.68,12.296,6.0
MC-11986,2024-04-09,SG,Singapore,Data Scientist,mid,English,email,acquisition,16351,591,28,3413.54,26099.48,7.6459,6.0
MC-12873,2024-04-09,GB,Bristol,Physician,budget,English,social_media,retention,75657,1585,102,2352.46,19387.41,8.2413,5.0
MC-11003,2024-04-09,FR,Bordeaux,Sales Rep,budget,French,social_media,acquisition,30225,467,32,288.13,3646.91,12.6572,7.0
MC-11895,2024-04-09,IN,Mumbai,Writer,mid,Hindi,social_media,acquisition,102492,1909,58,2861.74,34080.98,11.9092,5.0
MC-10091,2024-04-09,US,Los Angeles,Physician,mid,English,influencer,awareness,24287,782,33,1971.69,40084.53,20.33,6.0
MC-10095,2024-04-09,IN,Delhi,Software Engineer,budget,Hindi,social_media,acquisition,50377,1168,37,476.9,6942.6,14.5578,1.0
MC-12607,2024-04-09,US,Chicago,Sales Rep,mid,English,email,acquisition,28006,955,21,819.44,13480.87,16.4513,3.0
MC-11902,2024-04-09,NL,Rotterdam,Researcher,budget,Dutch,search,acquisition,71520,4084,206,355.6,32314.3,90.8726,6.0
MC-11608,2024-04-09,DE,Hamburg,Software Engineer,mid,German,social_media,acquisition,500000,8190,294,405.66,271616.27,669.5663,5.0
MC-12602,2024-04-09,ZA,Cape Town,HR Manager,budget,Afrikaans,social_media,acquisition,14992,361,13,909.26,1247.55,1.372,8.0
MC-12473,2024-04-09,US,Los Angeles,Teacher,mid,English,content_marketing,retention,7126,122,1,714.64,466.37,0.6526,9.0
MC-10817,2024-04-09,SG,Singapore,Teacher,mid,English,display,awareness,51456,668,28,2860.79,12785.73,4.4693,7.0
MC-10807,2024-04-09,GB,Bristol,Marketing Manager,premium,English,email,acquisition,29152,896,56,5064.56,224044.9,44.2378,6.0
MC-10120,2024-04-09,CA,Montreal,Software Engineer,budget,English,search,re_engagement,234790,19348,1214,2095.02,230328.13,109.9408,1.0
MC-10382,2024-04-09,IN,Delhi,Marketing Manager,premium,Hindi,search,acquisition,80706,6340,73,366.8,308218.86,840.2913,6.0
MC-11015,2024-04-09,NL,Eindhoven,Researcher,premium,Dutch,social_media,acquisition,134950,2519,103,1914.36,393590.37,205.5989,4.0
MC-12734,2024-04-09,IN,Bangalore,Writer,premium,Hindi,social_media,retention,45852,957,41,323.47,104904.06,324.3085,4.0
MC-11093,2024-04-09,IN,Chennai,Product Manager,budget,Hindi,display,retention,84369,974,54,889.66,8397.73,9.4393,8.0
MC-10542,2024-04-09,IN,Pune,Data Scientist,mid,Hindi,social_media,awareness,201985,4796,60,5208.27,74066.95,14.221,
MC-10971,2024-04-09,DE,Munich,Consultant,premium,German,email,retention,7284,257,15,432.94,65984.3,152.4098,7.0
MC-10572,2024-04-09,FR,Marseille,Accountant,premium,French,email,acquisition,12211,382,20,497.02,77366.16,155.6601,3.0
MC-10943,2024-04-09,IN,Delhi,Designer,mid,Hindi,email,retention,113008,4080,240,5916.99,158995.03,26.8709,8.0
MC-12206,2024-04-09,AU,Perth,Researcher,premium,English,email,acquisition,14130,535,12,1246.1,47446.82,38.0763,1.0
MC-10974,2024-04-09,MX,Tijuana,Software Engineer,budget,Spanish,social_media,retention,59037,883,20,14623.91,4402.7,0.3011,4.0
MC-12732,2024-04-09,US,Houston,HR Manager,premium,English,email,acquisition,1000,38,1,5083.38,3134.07,0.6165,6.0
MC-12670,2024-04-09,US,Los Angeles,Architect,budget,English,search,acquisition,38638,3410,81,1395.19,17736.67,12.7127,10.0
MC-10207,2024-04-09,IN,Kolkata,Software Engineer,premium,Hindi,display,retention,36378,540,39,2524.44,247360.81,97.9864,
MC-10994,2024-04-09,IL,Jerusalem,Writer,budget,Hebrew,search,retention,37510,3046,130,881.77,13775.42,15.6225,8.0
MC-12350,2024-04-09,US,Seattle,Researcher,mid,English,email,acquisition,77093,2796,77,25100.04,69453.22,2.7671,8.0
MC-10201,2024-04-09,SG,Singapore,Teacher,budget,English,social_media,retention,81000,1683,86,1007.39,10160.36,10.0858,9.0
MC-10453,2024-04-09,GB,Glasgow,Teacher,mid,English,display,acquisition,2768700,28386,2125,1781.18,1049498.46,589.2153,10.0
MC-10202,2024-04-09,MX,Monterrey,Architect,budget,Spanish,content_marketing,re_engagement,24740,487,26,3323.77,6353.17,1.9114,7.0
MC-10019,2024-04-09,IN,Delhi,HR Manager,mid,Hindi,social_media,acquisition,157527,2998,136,387.3,72666.57,187.6235,
MC-12104,2024-04-09,ZA,Cape Town,Physician,budget,Afrikaans,social_media,acquisition,58457,1261,15,2536.85,3175.54,1.2518,5.0
MC-12915,2024-04-09,US,Phoenix,Teacher,mid,English,social_media,acquisition,500000,8730,362,511.91,170709.71,333.476,1.0
MC-12249,2024-04-09,US,New York,Lawyer,mid,English,email,retention,77343,2980,88,2696.14,109488.54,40.6094,
MC-11802,2024-04-09,GB,Glasgow,Writer,mid,English,search,acquisition,27235,1642,86,209.39,55029.28,262.8076,9.0
MC-11800,2024-04-09,GB,Leeds,Architect,mid,English,email,acquisition,16727,506,31,5722.42,40958.45,7.1575,1.0
MC-12147,2024-04-10,IN,Kolkata,HR Manager,budget,Hindi,display,awareness,25287,280,10,239.02,1190.78,4.9819,7.0
MC-12252,2024-04-10,DE,Berlin,Architect,premium,German,influencer,acquisition,31485,685,35,2788.45,229813.14,82.4161,1.0
MC-10832,2024-04-10,BR,Rio de Janeiro,Writer,mid,Portuguese,social_media,awareness,74092,1559,89,572.8,43916.87,76.6705,8.0
MC-11195,2024-04-10,BR,São Paulo,Product Manager,budget,Portuguese,social_media,awareness,77845,1216,31,2435.51,5557.84,2.282,2.0
MC-10706,2024-04-10,US,Phoenix,Marketing Manager,budget,English,search,awareness,4255,270,12,300.2,1624.76,5.4123,7.0
MC-11132,2024-04-10,DE,Hamburg,Physician,mid,German,content_marketing,retention,10988,175,10,557.21,11861.58,21.2874,4.0
MC-12417,2024-04-10,AU,Adelaide,Teacher,mid,English,email,awareness,4195300,101629,4143,302.94,2063899.75,6812.8994,
MC-12020,2024-04-10,IN,Hyderabad,Product Manager,premium,Hindi,search,awareness,54100,3661,215,217.2,777467.41,3579.5,10.0
MC-10765,2024-04-10,US,Chicago,Writer,mid,English,social_media,awareness,500000,10087,148,1677.2,74589.81,44.4728,5.0
MC-12183,2024-04-10,IL,Haifa,Writer,premium,Hebrew,social_media,retention,75950,1310,54,140.49,151731.22,1080.0144,2.0
MC-11159,2024-04-10,JP,Yokohama,Physician,budget,Japanese,social_media,awareness,448302,9070,122,3711.91,27177.8,7.3218,8.0
MC-10838,2024-04-10,US,Phoenix,Sales Rep,mid,English,content_marketing,retention,164091,3324,196,918.32,117037.02,127.4469,7.0
MC-10905,2024-04-10,US,New York,Product Manager,budget,English,search,acquisition,13056,1204,88,356.06,15587.7,43.7783,4.0
MC-11572,2024-04-10,US,Houston,Sales Rep,premium,English,social_media,acquisition,297815,5773,211,14363.6,539868.35,37.5859,8.0
MC-10646,2024-04-10,US,San Francisco,Lawyer,premium,English,email,acquisition,7800,211,14,234.52,64172.73,273.6344,10.0
MC-11584,2024-04-10,AU,Perth,Consultant,budget,English,social_media,awareness,417442,7309,74,4054.59,9955.83,2.4554,4.0
MC-12507,2024-04-10,FR,Nice,Lawyer,mid,French,social_media,acquisition,301390,6645,243,5959.62,315117.42,52.8754,1.0
MC-11652,2024-04-10,US,Phoenix,Teacher,mid,English,search,acquisition,19071,1255,74,2059.69,43828.43,21.2791,8.0
MC-12138,2024-04-10,US,Chicago,Lawyer,premium,English,display,re_engagement,65214,673,35,1333.85,158612.79,118.9135,10.0
MC-12868,2024-04-10,US,San Francisco,Data Scientist,budget,English,search,retention,39668,2193,91,1080.84,21308.51,19.7148,3.0
MC-12666,2024-04-10,FR,Bordeaux,Researcher,budget,French,social_media,awareness,4665,112,6,774.97,765.98,0.9884,4.0
MC-10132,2024-04-10,AU,Perth,Physician,premium,English,social_media,acquisition,17382,402,26,1049.95,161838.4,154.1391,9.0
MC-12608,2024-04-10,FR,Marseille,Sales Rep,mid,French,social_media,acquisition,149960,3369,229,640.4,115356.2,180.1315,8.0
MC-11376,2024-04-10,US,Seattle,Designer,premium,English,social_media,retention,51532,1283,95,645.55,264264.96,409.364,1.0
MC-11327,2024-04-10,NL,Utrecht,Lawyer,premium,Dutch,influencer,awareness,194824,4256,281,1715.15,1624191.86,946.9678,7.0
MC-12613,2024-04-10,IN,Mumbai,Marketing Manager,budget,Hindi,social_media,re_engagement,239352,3711,123,458.42,19414.73,42.3514,
MC-12588,2024-04-10,IN,Chennai,Accountant,budget,Hindi,search,retention,26692,1520,68,1250.64,10900.05,8.7156,1.0
MC-12771,2024-04-10,NL,Amsterdam,Accountant,budget,Dutch,social_media,acquisition,69902,1411,21,512.33,2781.95,5.43,1.0
MC-12625,2024-04-11,US,Phoenix,Product Manager,premium,English,social_media,acquisition,500000,9938,280,1029.66,969155.57,941.2384,5.0
MC-11209,2024-04-11,GB,Leeds,Data Scientist,mid,English,social_media,awareness,21207,389,14,970.02,14009.92,14.4429,1.0
MC-11551,2024-04-11,IN,Kolkata,Teacher,mid,Hindi,social_media,awareness,24445,432,13,1072.4,7645.97,7.1298,6.0
MC-10726,2024-04-11,FR,Toulouse,HR Manager,mid,French,social_media,awareness,46167,1076,31,5181.06,20626.99,3.9812,6.0
MC-12371,2024-04-11,GB,Birmingham,Marketing Manager,budget,English,social_media,acquisition,71822,1671,61,14643.01,7526.68,0.514,10.0
MC-10012,2024-04-11,IN,Delhi,Sales Rep,mid,Hindi,search,retention,196464,18519,800,4418.18,531604.63,120.3221,6.0
MC-10736,2024-04-11,DE,Frankfurt,Consultant,budget,German,display,retention,500000,4682,55,1586.88,9048.11,5.7018,3.0
MC-12810,2024-04-11,BR,São Paulo,Lawyer,mid,Portuguese,display,awareness,17871,267,16,974.5,14846.06,15.2345,4.0
MC-11077,2024-04-11,IN,Hyderabad,Lawyer,premium,Hindi,social_media,acquisition,29422,724,53,4106.78,251047.89,61.1301,4.0
MC-10767,2024-04-11,IN,Chennai,Consultant,premium,Hindi,search,retention,18042,977,75,581.95,328745.8,564.9039,7.0
MC-10395,2024-04-11,CA,Montreal,Marketing Manager,premium,English,email,retention,51869,1194,31,2222.32,117645.85,52.9383,10.0
MC-12095,2024-04-11,US,Phoenix,Sales Rep,premium,English,email,retention,49712,1909,149,1490.62,401491.48,269.3453,9.0
MC-11691,2024-04-11,IN,Hyderabad,Data Scientist,premium,Hindi,social_media,retention,211430,3792,150,10209.45,947258.03,92.7825,9.0
MC-11382,2024-04-11,GB,London,Data Scientist,mid,English,influencer,awareness,79738,1901,110,12988.39,147771.64,11.3772,6.0
MC-10471,2024-04-11,US,Chicago,Architect,budget,English,social_media,retention,176645,3389,44,1911.63,7927.71,4.1471,7.0
MC-10482,2024-04-11,SG,Singapore,Product Manager,mid,English,email,acquisition,15416,394,21,1896.65,15892.01,8.379,7.0
MC-11013,2024-04-11,US,New York,Accountant,premium,English,influencer,retention,12130,235,4,664.57,18256.96,27.4718,7.0
MC-12308,2024-04-11,US,Seattle,Product Manager,mid,English,influencer,awareness,17955,558,41,3323.47,27288.88,8.211,3.0
MC-12298,2024-04-11,US,Chicago,Designer,mid,English,display,re_engagement,54246,728,51,768.1,33744.85,43.9329,3.0
MC-12391,2024-04-11,GB,London,Lawyer,mid,English,email,retention,89881,3074,33,387.61,38091.46,98.2726,3.0
MC-10437,2024-04-11,IN,Chennai,Researcher,mid,Hindi,display,re_engagement,163299,1670,16,762.58,15046.73,19.7313,1.0
MC-11667,2024-04-11,BR,São Paulo,Product Manager,mid,Portuguese,email,acquisition,2430,89,5,516.54,4158.34,8.0504,2.0
MC-12711,2024-04-11,IN,Delhi,Sales Rep,premium,Hindi,email,retention,35504,814,33,4379.95,92799.65,21.1874,
MC-12211,2024-04-11,SG,Singapore,Architect,mid,English,email,acquisition,32924,709,42,1176.38,41041.18,34.8877,2.0
MC-10221,2024-04-11,DE,Hamburg,Designer,budget,German,display,re_engagement,40728,547,7,396.0,670.62,1.6935,4.0
MC-10592,2024-04-11,IN,Chennai,Writer,budget,Hindi,email,awareness,16243,359,16,157.78,1621.51,10.277,2.0
MC-10598,2024-04-11,IN,Pune,Accountant,budget,Hindi,email,retention,7458,159,10,699.7,1728.86,2.4709,1.0
MC-12176,2024-04-11,US,Los Angeles,Writer,premium,English,social_media,acquisition,40970,1041,47,125.21,141315.88,1128.6309,4.0
MC-12742,2024-04-11,MX,Monterrey,Researcher,mid,Spanish,email,awareness,15646,403,16,4412.85,14050.01,3.1839,8.0
MC-12765,2024-04-11,US,New York,Physician,budget,English,influencer,acquisition,358756,10814,150,1643.66,26859.21,16.3411,4.0
MC-11514,2024-04-11,US,San Francisco,Product Manager,budget,English,content_marketing,retention,29273,565,15,3657.9,2684.98,0.734,4.0
MC-11528,2024-04-11,GB,Bristol,Sales Rep,mid,English,social_media,awareness,57425,974,14,2740.71,9030.37,3.2949,9.0
MC-11520,2024-04-11,FR,Marseille,Teacher,budget,French,display,re_engagement,141687,2004,60,16772.66,6326.5,0.3772,6.0
MC-12807,2024-04-11,US,New York,Researcher,mid,English,email,retention,52791,1126,64,3071.88,49831.23,16.2217,7.0
MC-10984,2024-04-11,GB,London,Writer,premium,English,email,awareness,21659,732,43,15411.3,137797.2,8.9413,8.0
MC-12580,2024-04-11,US,Chicago,Teacher,premium,English,social_media,re_engagement,51397,808,27,217.13,86710.16,399.3468,7.0
MC-12865,2024-04-11,DE,Munich,Researcher,budget,German,social_media,retention,500000,12180,170,4165.48,28345.14,6.8048,4.0
MC-10066,2024-04-11,US,Houston,Researcher,mid,English,influencer,retention,71508,2253,33,2155.86,21906.98,10.1616,3.0
MC-10345,2024-04-11,US,New York,Software Engineer,mid,English,social_media,awareness,72272,1270,81,7295.27,107807.41,14.7777,
MC-11719,2024-04-11,IN,Chennai,Software Engineer,budget,Hindi,email,acquisition,18129,428,33,1270.38,5981.78,4.7087,4.0
